59.166.0.0,23585,149.171.126.0,53,udp,CON,0.001107,146,178,31,29,0,0,dns,527551.9375,643179.75,2,2,0,0,0,0,73,89,0,0,0,0,1421927430,1421927430,0.011,0.008,0,0,0,0,0,0,0,0,9,13,3,2,2,1,1,,0
59.166.0.3,10741,149.171.126.8,80,tcp,FIN,26.564104,1052,824,31,29,2,2,http,277.366791,223.459442,8,10,255,255,3468010495,3464923292,132,82,0,0,316109.4113,8346.7445,1421927417,1421927443,3794.723429,2951.503,0.00073,0.00057,0.00016,0,0,0,0,0,4,5,5,6,4,1,2,,0
59.166.0.3,36845,149.171.126.2,6881,tcp,FIN,0.369066,1540,1644,31,29,4,4,-,31300.63477,33663.35547,16,18,255,255,3890593357,2533757727,96,91,0,0,1985.592642,41.965906,1421927444,1421927444,24.579601,15.808588,0.101083,0.100316,0.000767,0,0,0,0,0,13,11,12,11,10,1,4,,0
59.166.0.6,41092,149.171.126.6,6881,tcp,FIN,1.334246,1540,1644,31,29,4,4,-,8658.073242,9311.625977,16,18,255,255,1475979011,245569321,96,91,0,0,6213.633615,133.391422,1421927443,1421927445,88.927332,71.704937,0.116956,0.115261,0.001695,0,0,0,0,0,18,17,19,18,18,1,6,,0
59.166.0.5,50695,149.171.126.9,6881,tcp,FIN,2.49132,1540,1644,31,29,4,4,-,4636.899414,4986.914551,16,18,255,255,3048010883,514433522,96,91,0,0,16089.56678,385.864469,1421927444,1421927446,166.065927,146.462531,0.001541,0.001452,0.000089,0,0,0,0,0,16,6,7,16,15,1,3,,0
59.166.0.8,10494,149.171.126.7,25740,tcp,FIN,1.013562,320,1826,31,29,1,2,ftp-data,2107.419189,12612.94336,6,8,255,255,3723109320,2014873385,53,228,0,0,14317.02898,377.166875,1421927446,1421927447,202.6238,168.854328,0.000631,0.000431,0.0002,0,0,0,0,0,1,1,6,12,1,1,1,,0
59.166.0.8,55964,149.171.126.8,6881,tcp,FIN,4.839944,2302,34406,31,29,5,15,-,3679.381592,55516.34766,30,42,255,255,3195625831,122574749,77,819,0,0,14269.88793,9159.139961,1421927443,1421927448,166.88358,117.435661,0.026014,0.025081,0.000933,0,0,0,0,0,6,8,8,5,3,1,1,,0
59.166.0.9,49833,149.171.126.6,6881,tcp,FIN,5.91596,1540,1644,31,29,4,4,-,1952.68396,2100.081787,16,18,255,255,1188497796,2339946504,96,91,0,0,26742.5585,722.3995,1421927443,1421927449,394.374729,347.867813,0.004053,0.002206,0.001847,0,0,0,0,0,5,17,18,5,5,1,5,,0
59.166.0.1,64821,149.171.126.8,5190,tcp,FIN,3.805264,1272,2572,31,29,4,4,-,2508.104492,5108.712402,16,18,255,255,4283942273,2138784036,80,143,0,0,14779.41592,377.902906,1421927447,1421927450,253.660063,223.811,0.000615,0.000472,0.000143,0,0,0,0,0,18,4,5,20,1,1,2,,0
59.166.0.8,3156,149.171.126.1,80,tcp,FIN,1.013157,1684,10168,31,29,3,5,http,12349.51758,75834.25,14,18,255,255,2633172497,2629874543,120,565,1,3924,8762.034018,7673.885613,1421927451,1421927452,77.903382,59.570294,0.000587,0.000454,0.000133,0,0,1,0,0,1,2,1,1,1,1,1,,0
59.166.0.5,15119,149.171.126.1,6881,tcp,FIN,0.969074,2302,34406,31,29,5,15,-,18376.30469,277270.875,30,42,255,255,1743599071,1754041082,77,819,0,0,2421.191744,1906.612776,1421927453,1421927454,33.403208,23.623317,0.000678,0.000511,0.000167,0,0,0,0,0,9,15,12,9,7,1,7,,0
59.166.0.0,3507,149.171.126.3,22,tcp,FIN,38.607452,9504,12402,31,29,26,31,ssh,1951.125854,2547.901855,108,116,255,255,130941580,2280850318,88,107,0,0,77101.68895,74290.17889,1421927418,1421927457,360.814293,335.711193,0.000799,0.000639,0.00016,0,0,0,0,0,1,2,3,2,1,1,1,,0
59.166.0.6,12301,149.171.126.1,25,tcp,FIN,10.585967,37358,3380,31,29,18,8,smtp,27689.48633,2493.867676,52,42,255,255,2916461066,805633188,718,80,0,0,15174.99768,469.706563,1421927448,1421927459,207.56081,258.182813,0.000593,0.000467,0.000126,0,0,0,0,0,2,1,5,2,1,1,1,,0
59.166.0.5,20005,149.171.126.1,6881,tcp,FIN,0.695911,2198,34406,31,29,5,15,-,24370.93359,386106.8438,28,42,255,255,41142501,2225421939,79,819,0,0,1770.479356,1525.934527,1421927461,1421927462,25.761407,16.961219,0.000631,0.000497,0.000134,0,0,0,0,0,14,13,16,13,7,1,6,,0
59.166.0.0,29564,149.171.126.6,53,udp,CON,0.00105,130,162,31,29,0,0,dns,495238.125,617142.875,2,2,0,0,0,0,65,81,0,0,0,0,1421927465,1421927465,0.005,0.009,0,0,0,0,0,0,0,0,4,4,2,10,2,1,1,,0
59.166.0.7,40624,149.171.126.0,53,udp,CON,0.000996,146,178,31,29,0,0,dns,586345.375,714859.4375,2,2,0,0,0,0,73,89,0,0,0,0,1421927470,1421927470,0.002,0.008,0,0,0,0,0,0,0,0,4,3,3,2,2,1,1,,0
59.166.0.0,33732,149.171.126.3,25740,tcp,FIN,0.932377,320,1826,31,29,1,2,ftp-data,2290.918945,13711.19238,6,8,255,255,618692255,3447477384,53,228,0,0,13171.29078,325.747937,1421927474,1421927475,186.4094,133.129859,0.000588,0.000464,0.000124,0,0,0,0,0,5,3,5,5,1,1,1,,0
59.166.0.5,4430,149.171.126.4,53,udp,CON,0.000939,130,162,31,29,0,0,dns,553780.625,690095.875,2,2,0,0,0,0,65,81,0,0,0,0,1421927481,1421927481,0.007,0.004,0,0,0,0,0,0,0,0,4,5,4,4,1,1,1,,0
59.166.0.0,12701,149.171.126.0,22,tcp,FIN,1.050867,5928,8010,31,29,14,17,ssh,44405.24219,59927.66016,62,58,255,255,2338334046,188991986,96,138,0,0,0,0,1421927486,1421927487,17.227327,18.424561,0.000707,0.000539,0.000168,0,0,0,0,0,1,1,1,1,1,1,1,,0
59.166.0.8,4393,149.171.126.2,46427,tcp,FIN,0.021154,2662,23162,31,29,7,14,-,982887.4375,8551007,42,42,255,255,3190852351,3215004589,63,551,0,0,31.93335,0.811411,1421927491,1421927491,0.520925,0.504122,0.000617,0.000482,0.000135,0,0,0,0,0,7,10,4,2,1,1,1,,0
59.166.0.6,28667,149.171.126.5,56723,tcp,FIN,0.085045,3806,51808,31,29,7,26,-,352472.2188,4799717.5,64,66,255,255,1953784611,1954058190,59,785,0,0,0,78.925436,1421927496,1421927497,1.344762,1.299169,0.000766,0.000595,0.000171,0,0,0,0,0,17,5,4,7,1,1,1,,0
59.166.0.6,55154,149.171.126.7,11922,tcp,FIN,0.007925,424,8824,31,29,1,4,ftp-data,374511.0313,8165552,8,12,255,255,3828409946,1687740894,53,735,0,0,71.538358,38.20805,1421927503,1421927503,1.079429,0.670545,0.000687,0.000545,0.000142,0,0,0,0,0,2,2,6,4,1,1,3,,0
59.166.0.1,22146,149.171.126.9,53,udp,CON,0.001053,146,178,31,29,0,0,dns,554605.875,676163.375,2,2,0,0,0,0,73,89,0,0,0,0,1421927509,1421927509,0.011,0.008,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,,0
59.166.0.9,10852,149.171.126.2,80,tcp,FIN,1.123638,1684,10168,31,29,3,5,http,11135.25879,68377.89063,14,18,255,255,1536369758,1537383168,120,565,1,3924,8817.422639,7719.526511,1421927514,1421927515,86.406308,66.069294,0.000592,0.000456,0.000136,0,0,1,0,0,2,3,6,1,1,1,1,,0
59.166.0.9,17256,149.171.126.3,6881,tcp,FIN,0.019577,1540,1644,31,29,4,4,-,590080.1875,634622.25,16,18,255,255,1621409337,3772596194,96,91,0,0,79.409068,2.154455,1421927521,1421927521,1.282,1.124,0.000585,0.000463,0.000122,0,0,0,0,0,12,8,6,5,3,1,4,,0
59.166.0.0,60475,149.171.126.6,80,tcp,FIN,1.14008,1684,10168,31,29,3,5,http,10974.66895,67391.76563,14,18,255,255,4259306032,4264447303,120,565,1,3924,8837.284078,7737.947701,1421927525,1421927526,87.668231,67.033118,0.000654,0.000512,0.000142,0,0,1,0,0,1,3,1,3,1,1,1,,0
59.166.0.5,35141,149.171.126.2,11483,tcp,FIN,0.107008,4118,59564,31,29,7,28,-,303528.6875,4391223,70,72,255,255,1838952189,1849418814,59,827,0,0,86.102345,84.664943,1421927532,1421927532,1.545855,1.5,0.000643,0.000504,0.000139,0,0,0,0,0,5,8,2,2,1,1,1,,0
59.166.0.9,65358,149.171.126.3,53,udp,CON,0.001042,146,178,31,29,0,0,dns,560460.625,683301.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927538,1421927538,0.011,0.008,0,0,0,0,0,0,0,0,3,2,3,4,1,1,1,,0
59.166.0.7,25062,149.171.126.8,111,udp,CON,0.004442,568,304,31,29,0,0,-,767222,410625.875,4,4,0,0,0,0,142,76,0,0,1.709785,1.421285,1421927544,1421927544,1.217,1.011,0,0,0,0,0,0,0,0,9,4,3,3,1,1,3,,0
59.166.0.2,22057,149.171.126.1,1534,tcp,FIN,0.153857,4014,59460,31,29,7,28,-,205645.5156,3047557.25,68,70,255,255,234049558,261439534,59,849,0,0,156.424161,153.918384,1421927551,1421927551,2.291567,2.221841,0.000677,0.000546,0.000131,0,0,0,0,0,13,10,4,2,1,1,2,,0
59.166.0.3,35972,149.171.126.8,5190,tcp,FIN,0.004711,1470,1832,31,29,5,4,-,2384207.25,2917427.5,22,16,255,255,1206563723,3352272950,67,115,0,0,12.775684,0.350502,1421927556,1421927556,0.224333,0.266333,0.000704,0.000564,0.00014,0,0,0,0,0,9,5,1,1,1,1,1,,0
59.166.0.7,60064,149.171.126.3,56538,tcp,FIN,0.374473,320,1862,31,29,1,2,ftp-data,5704.016113,34822.26953,6,8,255,255,2481181004,2633605998,53,233,0,0,5279.827083,130.470469,1421927562,1421927562,74.8146,53.417285,0.000682,0.000548,0.000134,0,0,0,0,0,6,3,2,5,1,1,1,,0
59.166.0.9,55813,149.171.126.5,23528,tcp,FIN,0.016013,2974,30506,31,29,7,18,-,1455317.5,14935864,48,50,255,255,3809499256,1664419239,62,610,0,0,18.943176,18.742446,1421927568,1421927568,0.331277,0.314184,0.000766,0.000608,0.000158,0,0,0,0,0,6,7,2,3,1,1,1,,0
59.166.0.5,24078,149.171.126.8,5190,tcp,FIN,0.165995,1470,1728,31,29,5,4,-,67664.6875,77351.72656,22,14,255,255,1749144022,1749456921,67,123,0,0,506.296586,16.080653,1421927575,1421927575,7.904524,12.71077,0.000786,0.000614,0.000172,0,0,0,0,0,8,9,6,3,1,1,3,,0
59.166.0.1,1936,149.171.126.3,111,udp,CON,0.004799,568,312,31,29,0,0,-,710147.9375,390081.2813,4,4,0,0,0,0,142,78,0,0,1.757162,1.537016,1421927580,1421927580,1.25,1.093333,0,0,0,0,0,0,0,0,6,8,4,3,1,1,3,,0
59.166.0.5,1935,149.171.126.0,80,tcp,FIN,0.013029,1058,822,31,29,2,2,http,568577.8125,454371.0313,8,10,255,255,3636283733,1493117628,132,82,1,82,113.380278,2.42212,1421927585,1421927585,1.811,1.395889,0.000599,0.000464,0.000135,0,0,1,0,0,1,2,2,5,1,1,1,,0
59.166.0.3,55042,149.171.126.8,25330,tcp,FIN,0.043894,2438,19266,31,29,7,13,-,432678.7188,3423702.5,38,40,255,255,911729840,3105462335,64,482,0,0,72.066809,70.653432,1421927591,1421927591,1.177568,1.110769,0.000703,0.00057,0.000133,0,0,0,0,0,7,12,2,4,1,1,1,,0
